,ID,eth
2572,NA19011,JPT
2573,NA19023,LWK
2574,NA19028,LWK
2575,NA19030,LWK
2576,NA19035,LWK
2577,NA19042,LWK
2578,NA19054,JPT
2579,NA19059,JPT
2580,NA19066,JPT
2581,NA19078,JPT
2582,NA19080,JPT
2583,NA19085,JPT
2584,NA19092,YRI
2585,NA12154,CEU
2586,NA12286,CEU
2587,NA12399,CEU
2588,NA12414,CEU
2589,NA12546,CEU
2590,NA12717,CEU
2591,NA12748,CEU
2592,NA12750,CEU
2593,NA12762,CEU
2594,NA12813,CEU
2595,NA18912,YRI
2596,NA18917,YRI
2597,NA18924,YRI
2598,NA18943,JPT
2599,NA18948,JPT
2600,NA18950,JPT
2601,NA18955,JPT
2602,NA18962,JPT
2603,NA18967,JPT
2604,NA18974,JPT
2605,NA11930,CEU
2606,NA11992,CEU
2607,NA12003,CEU
2608,NA12046,CEU
2609,NA12058,CEU
2610,NA18861,YRI
2611,NA18873,YRI
2612,NA18878,YRI
2613,NA19472,LWK
2614,NA19648,MXL
2615,NA19655,MXL
2616,NA19679,MXL
2617,NA19681,MXL
2618,NA19256,YRI
2619,NA19307,LWK
2620,NA19314,LWK
2621,NA19319,LWK
2622,NA19321,LWK
2623,NA19338,LWK
2624,NA19371,LWK
2625,NA19376,LWK
2626,NA19701,ASW
2627,NA19713,ASW
2628,NA19720,MXL
2629,NA19725,MXL
2630,NA19732,MXL
2632,NA19749,MXL
2633,NA19198,YRI
2634,NA19201,YRI
2635,NA19206,YRI
2636,NA19213,YRI
2637,NA19225,YRI
2638,NA19383,LWK
2639,NA19390,LWK
2640,NA19395,LWK
2641,NA19403,LWK
2642,NA19434,LWK
2643,NA19439,LWK
2644,NA19446,LWK
2646,NA19117,YRI
2647,NA19129,YRI
2648,NA19131,YRI
2649,NA19143,YRI
2651,NA19756,MXL
2652,NA19770,MXL
2653,NA19782,MXL
2654,NA19794,MXL
2655,NA19819,ASW
2656,NA19908,ASW
2657,NA19922,ASW
2658,NA19984,ASW
2659,NA20126,ASW
2660,NA20289,ASW
2661,NA20291,ASW
2662,NA20296,ASW
2663,NA20513,TSI
2664,NA20518,TSI
2665,NA20520,TSI
2666,NA20525,TSI
2667,NA20532,TSI
2668,NA20537,TSI
2669,NA20544,TSI
2670,NA20582,TSI
2671,NA20587,TSI
2672,NA20753,TSI
2673,NA20758,TSI
2674,NA20760,TSI
2675,NA20765,TSI
2676,NA20772,TSI
2677,NA21143,GIH
2678,NA20796,TSI
2679,NA20804,TSI
2680,NA20809,TSI
2681,NA20811,TSI
2682,NA20816,TSI
2683,NA20828,TSI
2684,NA20847,GIH
2685,NA20854,GIH
2686,NA20342,ASW
2687,NA20359,ASW
2689,NA20412,ASW
2690,NA20506,TSI
2691,NA20859,GIH
2692,NA20861,GIH
2693,NA20866,GIH
2694,NA20873,GIH
2695,NA20878,GIH
2696,NA20885,GIH
2697,NA20892,GIH
2698,NA20897,GIH
2699,NA21097,GIH
2700,NA21100,GIH
2701,NA21105,GIH
2702,NA21112,GIH
2703,NA20900,GIH
2704,NA20905,GIH
2705,NA21092,GIH
2706,NA21117,GIH
2707,NA21124,GIH
2708,NA21129,GIH
